address,b_mianji,chaoxiang,dianti,display_total_price,gongnuan,huxing,huxing_jiegou,jianzhu_jiegou,jianzhu_leixing,louceng,niandai,sold_date,sold_total_price,t_mianji,traffic,unit_price,zhuangxiu 
远洋山水,105.93㎡          ,东   ,有           ,615挂牌价格（万）,集中供暖        ,2室2厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,低楼层(共26层)          ,2007 ,2019.01.14 成交,601万,84.73㎡         ,,56736元/平,精装     
K2玉蘭湾,33㎡          ,南   ,有           ,42挂牌价格（万）,集中供暖        ,车位        ,暂无数据              ,钢混结构  ,板楼       ,地下室          ,2016 ,2019.01.14 成交,38.5万,暂无数据         ,近地铁,11667元/平,毛坯     
珠江帝景,126.06㎡          ,东南   ,有           ,1120挂牌价格（万）,集中供暖        ,2室1厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共26层)          ,2004 ,2019.01.14 成交,1080万,102.29㎡         ,近地铁,85674元/平,精装     
晓月苑五里,61.48㎡          ,西南   ,有           ,265挂牌价格（万）,自供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共22层)          ,2003 ,2019.01.14 成交,259万,50.65㎡         ,暂无数据,42128元/平,简装     
上海沙龙,55.74㎡          ,南 西   ,有           ,325挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共9层)          ,2006 ,2019.01.14 成交,315万,42.82㎡         ,暂无数据,56513元/平,简装     
阜成门外北街,68.5㎡          ,南 北   ,无           ,752挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,低楼层(共6层)          ,1979 ,2019.01.14 成交,738万,暂无数据         ,近地铁,107738元/平,简装     
三里河路5号院,76.08㎡          ,东 西   ,有           ,720挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共18层)          ,1990 ,2019.01.14 成交,700万,暂无数据         ,近地铁,92009元/平,简装     
荣丰2008,33.99㎡          ,北   ,有           ,460挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,复式              ,钢混结构  ,塔楼       ,中楼层(共16层)          ,2007 ,2019.01.14 成交,456万,23.84㎡         ,近地铁,134158元/平,精装     
康静里,60.56㎡          ,东 西   ,无           ,280挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1993 ,2019.01.14 成交,271万,暂无数据         ,暂无数据,44750元/平,精装     
万年花城二期,35.06㎡          ,东   ,有           ,33挂牌价格（万）,暂无数据        ,车位        ,暂无数据              ,钢混结构  ,暂无数据       ,地下室          ,2008 ,2019.01.14 成交,32万,12.37㎡         ,近地铁,9128元/平,毛坯     
古城南路,43.14㎡          ,东 西   ,无           ,207挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共5层)          ,1975 ,2019.01.14 成交,180万,暂无数据         ,近地铁,41725元/平,简装     
枣园东里,91.94㎡          ,南 北   ,无           ,360挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1997 ,2019.01.14 成交,350万,暂无数据         ,近地铁,38069元/平,其他     
金域华府一期,64.1㎡          ,南   ,有           ,405挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共28层)          ,2012 ,2019.01.14 成交,382万,50.61㎡         ,暂无数据,59595元/平,简装     
古城北路,45.86㎡          ,西南   ,无           ,239挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1987 ,2019.01.14 成交,230万,暂无数据         ,近地铁,50153元/平,其他     
潘家园小区,74㎡          ,西南   ,有           ,407挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,低楼层(共18层)          ,1990 ,2019.01.14 成交,392万,暂无数据         ,近地铁,52973元/平,简装     
南半截胡同26号院,57.05㎡          ,南 北   ,暂无数据           ,525挂牌价格（万）,暂无数据        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共5层)          ,1981 ,2019.01.14 成交,470万,40.59㎡         ,近地铁,82384元/平,简装     
华威西里,44.2㎡          ,北   ,无           ,180挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,地下室(共6层)          ,1996 ,2019.01.14 成交,166万,暂无数据         ,近地铁,37557元/平,其他     
天恒花园,98.42㎡          ,东 西   ,有           ,410挂牌价格（万）,集中供暖        ,2室1厅1厨2卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共11层)          ,2005 ,2019.01.14 成交,383万,86.96㎡         ,近地铁,38915元/平,精装     
万龙社区,71.76㎡          ,南 北   ,无           ,350挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1999 ,2019.01.14 成交,336万,68㎡         ,暂无数据,46823元/平,简装     
玉廊园,73.4㎡          ,南 北   ,无           ,965挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,底层(共5层)          ,1999 ,2019.01.15 成交,937.5万,46.92㎡         ,近地铁,127725元/平,精装     
酷特区,40.44㎡          ,东   ,有           ,280挂牌价格（万）,集中供暖        ,1室0厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共11层)          ,2006 ,2019.01.15 成交,275万,暂无数据         ,,68002元/平,其他     
北郊农场宿舍,62.48㎡          ,南   ,无           ,329挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1994 ,2019.01.15 成交,320万,暂无数据         ,暂无数据,51217元/平,精装     
燕城苑南区,107.1㎡          ,南 北   ,无           ,348.6挂牌价格（万）,集中供暖        ,3室2厅1厨1卫        ,平层              ,混合结构  ,板楼       ,低楼层(共6层)          ,1998 ,2019.01.15 成交,335万,暂无数据         ,暂无数据,31280元/平,精装     
远大园五区,126.68㎡          ,东南   ,有           ,1180挂牌价格（万）,集中供暖        ,2室1厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共16层)          ,2001 ,2019.01.15 成交,1100万,暂无数据         ,暂无数据,86833元/平,简装     
建研院,72.58㎡          ,南 北   ,无           ,645挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,砖混结构  ,板楼       ,中楼层(共5层)          ,1978 ,2019.01.15 成交,598万,72.58㎡         ,近地铁,82392元/平,简装     
义宾北区,60.59㎡          ,东 西   ,无           ,200挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,底层(共6层)          ,1989 ,2019.01.15 成交,189.8万,36.48㎡         ,近地铁,31326元/平,简装     
西三环北路101号院,61.3㎡          ,东北   ,有           ,503挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共15层)          ,1990 ,2019.01.15 成交,476万,48㎡         ,近地铁,77651元/平,精装     
城市出品,53.35㎡          ,东   ,有           ,425挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,顶层(共16层)          ,2005 ,2019.01.15 成交,409万,44.11㎡         ,近地铁,76664元/平,精装     
东亚奥北中心北区,28㎡          ,北   ,有           ,103挂牌价格（万）,集中供暖        ,1室0厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共20层)          ,2008 ,2019.01.15 成交,96.5万,暂无数据         ,近地铁,34465元/平,其他     
长丰园二区,77.1㎡          ,南 北   ,无           ,265挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共7层)          ,2002 ,2019.01.15 成交,265万,67.77㎡         ,暂无数据,34371元/平,简装     
华威西里,64.81㎡          ,南   ,有           ,430挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共18层)          ,1997 ,2019.01.15 成交,430万,暂无数据         ,近地铁,66348元/平,精装     
石园北区,71.54㎡          ,南 北   ,无           ,252挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1996 ,2019.01.15 成交,247.5万,60㎡         ,暂无数据,34597元/平,简装     
东土城路9号院,119.34㎡          ,西南   ,有           ,900挂牌价格（万）,集中供暖        ,3室1厅1厨2卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共22层)          ,1999 ,2019.01.15 成交,845万,92㎡         ,近地铁,70807元/平,简装     
德外大街12号院,46.1㎡          ,北   ,暂无数据           ,678挂牌价格（万）,自供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,塔楼       ,低楼层(共20层)          ,2001 ,2019.01.15 成交,660万,暂无数据         ,暂无数据,143168元/平,简装     
万方家园,68.23㎡          ,南   ,无           ,355挂牌价格（万）,自供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共6层)          ,2006 ,2019.01.15 成交,343万,61.89㎡         ,暂无数据,50272元/平,简装     
望花路西里,97.79㎡          ,南   ,有           ,620挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共21层)          ,1999 ,2019.01.15 成交,590万,81.56㎡         ,近地铁,60334元/平,其他     
五所家属院,114.57㎡          ,南 北   ,无           ,456挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1995 ,2019.01.15 成交,446万,暂无数据         ,近地铁,38929元/平,简装     
首开常青藤三期,93.74㎡          ,南 北   ,有           ,650挂牌价格（万）,自供暖        ,3室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共9层)          ,2012 ,2019.01.15 成交,620万,78.83㎡         ,暂无数据,66141元/平,精装     
蒲安东里,63.69㎡          ,西   ,有           ,410挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共24层)          ,2003 ,2019.01.15 成交,400万,暂无数据         ,近地铁,62805元/平,简装     
交道口北二条35号院,52.25㎡          ,南 北   ,无           ,690挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1988 ,2019.01.15 成交,645万,52.25㎡         ,暂无数据,123445元/平,简装     
白纸坊西街,83.15㎡          ,西南   ,有           ,730挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共16层)          ,1989 ,2019.01.15 成交,710万,暂无数据         ,,85388元/平,其他     
北京北,55.91㎡          ,东南   ,有           ,363挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,低楼层(共20层)          ,2008 ,2019.01.15 成交,344万,41.08㎡         ,近地铁,61528元/平,精装     
滨河小区,68.91㎡          ,南 北   ,无           ,252挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,低楼层(共6层)          ,1992 ,2019.01.15 成交,245.5万,50.14㎡         ,暂无数据,35627元/平,简装     
安外西河沿,69.83㎡          ,东北   ,有           ,600挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共11层)          ,1983 ,2019.01.15 成交,580万,暂无数据         ,近地铁,83059元/平,精装     
龙腾苑二区,146.71㎡          ,南 北   ,无           ,590挂牌价格（万）,自供暖        ,3室1厅1厨2卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,2003 ,2019.01.15 成交,584万,134.63㎡         ,近地铁,39807元/平,精装     
香悦四季,95.21㎡          ,南   ,有           ,427挂牌价格（万）,集中供暖        ,3室2厅1厨2卫        ,平层              ,钢混结构  ,板楼       ,中楼层(共11层)          ,2011 ,2019.01.15 成交,418万,75.75㎡         ,暂无数据,43903元/平,精装     
筑华年,24.13㎡          ,南 北   ,暂无数据           ,32挂牌价格（万）,集中供暖        ,车位        ,暂无数据              ,钢混结构  ,板楼       ,地下室          ,2012 ,2019.01.15 成交,28.8万,11.5㎡         ,,11915元/平,毛坯     
石榴园南里小区,45.49㎡          ,南   ,无           ,260挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,2002 ,2019.01.15 成交,253万,39.77㎡         ,近地铁,55617元/平,简装     
筑华年,24.13㎡          ,南   ,暂无数据           ,32挂牌价格（万）,集中供暖        ,车位        ,暂无数据              ,钢混结构  ,板楼       ,地下室          ,2012 ,2019.01.15 成交,28.8万,11.5㎡         ,,11915元/平,毛坯     
德外大街乙12号院,53.3㎡          ,南 北   ,无           ,780挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共5层)          ,1981 ,2019.01.15 成交,758万,暂无数据         ,暂无数据,142214元/平,其他     
远见名苑,46.57㎡          ,东   ,有           ,440挂牌价格（万）,自供暖        ,1室0厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共24层)          ,2004 ,2019.01.15 成交,425万,34.12㎡         ,近地铁,91261元/平,精装     
万寿路1号院,80.1㎡          ,南 北   ,无           ,675挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共5层)          ,1986 ,2019.01.15 成交,670万,暂无数据         ,暂无数据,83646元/平,精装     
兴隆家园,133.89㎡          ,南   ,有           ,759挂牌价格（万）,集中供暖        ,3室1厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共24层)          ,2002 ,2019.01.15 成交,732万,112.33㎡         ,近地铁,54672元/平,精装     
天伦锦城,109.78㎡          ,西南 北   ,有           ,515挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共12层)          ,2003 ,2019.01.15 成交,500万,93.65㎡         ,暂无数据,45546元/平,精装     
龙跃苑二区,98.88㎡          ,南 北   ,无           ,430挂牌价格（万）,自供暖        ,2室1厅1厨2卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,2003 ,2019.01.15 成交,440万,88.76㎡         ,暂无数据,44499元/平,简装     
双柳巷,70.32㎡          ,南 北   ,无           ,300挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,1995 ,2019.01.14 成交,295万,暂无数据         ,近地铁,41952元/平,精装     
月坛南街北里,70.5㎡          ,南   ,有           ,830挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共16层)          ,1988 ,2019.01.14 成交,830万,46.92㎡         ,暂无数据,117731元/平,简装     
懿品阁,47.08㎡          ,北   ,有           ,325挂牌价格（万）,集中供暖        ,1室0厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共18层)          ,2005 ,2019.01.14 成交,318万,37.6㎡         ,近地铁,67545元/平,精装     
阳光花园,54.54㎡          ,东南   ,有           ,450挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,中楼层(共16层)          ,2010 ,2019.01.14 成交,442万,暂无数据         ,近地铁,81042元/平,其他     
天通苑北三区,97㎡          ,南 北   ,无           ,383挂牌价格（万）,集中供暖        ,2室2厅1厨2卫        ,平层              ,混合结构  ,板楼       ,中楼层(共7层)          ,2005 ,2019.01.14 成交,373万,87.78㎡         ,暂无数据,38454元/平,精装     
永定路70号院,56.1㎡          ,南 北   ,暂无数据           ,360挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共5层)          ,1964 ,2019.01.14 成交,349万,暂无数据         ,近地铁,62211元/平,简装     
金地国际花园,147.65㎡          ,南 北   ,有           ,1500挂牌价格（万）,集中供暖        ,2室1厅1厨2卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共33层)          ,2004 ,2019.01.14 成交,1410万,114.28㎡         ,近地铁,95497元/平,精装     
幸福三村,51.95㎡          ,南 北   ,无           ,398挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,底层(共6层)          ,1987 ,2019.01.14 成交,375万,暂无数据         ,近地铁,72185元/平,简装     
花家地小区,55.03㎡          ,南 北   ,无           ,388挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1992 ,2019.01.14 成交,382万,暂无数据         ,近地铁,69417元/平,简装     
万达广场公寓,143.21㎡          ,西南   ,有           ,900挂牌价格（万）,集中供暖        ,3室2厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共30层)          ,2005 ,2019.01.14 成交,860万,112.64㎡         ,近地铁,60052元/平,精装     
北郊农场宿舍,79.45㎡          ,南 北   ,无           ,366挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,低楼层(共6层)          ,1994 ,2019.01.14 成交,354万,暂无数据         ,暂无数据,44557元/平,简装     
峻峰华亭,163.58㎡          ,东 西   ,暂无数据           ,737挂牌价格（万）,集中供暖        ,3室2厅0厨2卫        ,暂无数据              ,钢混结构  ,塔楼       ,中楼层(共11层)          ,2004 ,2019.01.14 成交,678万,129.73㎡         ,近地铁,41448元/平,简装     
万地名苑,159.62㎡          ,东南   ,有           ,968挂牌价格（万）,集中供暖        ,3室1厅1厨2卫        ,平层              ,钢混结构  ,板塔结合       ,顶层(共13层)          ,2001 ,2019.01.14 成交,920万,暂无数据         ,近地铁,57637元/平,精装     
远洋一方花语苑,91.63㎡          ,东南   ,有           ,478挂牌价格（万）,自供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共9层)          ,2008 ,2019.01.14 成交,470万,77.38㎡         ,近地铁,51294元/平,精装     
劲松九区,59.09㎡          ,南   ,有           ,375挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共16层)          ,1985 ,2019.01.14 成交,365万,暂无数据         ,近地铁,61771元/平,简装     
风荷曲苑,96.71㎡          ,东 北   ,有           ,715挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共20层)          ,2004 ,2019.01.14 成交,685万,79㎡         ,近地铁,70831元/平,简装     
西直门南大街,57.7㎡          ,南   ,有           ,735挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共22层)          ,1989 ,2019.01.14 成交,698万,暂无数据         ,近地铁,120971元/平,精装     
万科城市花园,89.09㎡          ,南 北   ,无           ,385挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1994 ,2019.01.14 成交,360万,68.71㎡         ,暂无数据,40409元/平,简装     
民旺园,62.93㎡          ,南 北   ,无           ,618挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,底层(共6层)          ,1996 ,2019.01.14 成交,553.6万,暂无数据         ,近地铁,87971元/平,毛坯     
凤凰城二期,246.58㎡          ,南 北   ,有           ,2170挂牌价格（万）,集中供暖        ,3室2厅1厨3卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共31层)          ,2005 ,2019.01.14 成交,2015万,暂无数据         ,近地铁,81718元/平,其他     
静淑东里,85.18㎡          ,东 西   ,有           ,565挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共14层)          ,1999 ,2019.01.14 成交,540万,85㎡         ,近地铁,63396元/平,精装     
馨港庄园二区,111.42㎡          ,南 北   ,有           ,338挂牌价格（万）,集中供暖        ,2室2厅1厨2卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,2005 ,2019.01.14 成交,335万,97.18㎡         ,暂无数据,30067元/平,精装     
爱民里小区,57.9㎡          ,南 北   ,无           ,865挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1990 ,2019.01.14 成交,813万,暂无数据         ,近地铁,140415元/平,简装     
季景沁园,117.35㎡          ,西   ,有           ,850挂牌价格（万）,自供暖        ,2室2厅1厨2卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共28层)          ,2008 ,2019.01.14 成交,791万,91.97㎡         ,近地铁,67406元/平,精装     
保利欣苑,128.28㎡          ,南 北   ,有           ,845挂牌价格（万）,自供暖        ,3室2厅1厨2卫        ,平层              ,钢混结构  ,板楼       ,中楼层(共9层)          ,2004 ,2019.01.14 成交,810万,暂无数据         ,暂无数据,63144元/平,简装     
和平街东里,68.75㎡          ,南   ,无           ,265挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,暂无数据              ,混合结构  ,板楼       ,底层(共6层)          ,1994 ,2019.01.14 成交,246万,暂无数据         ,近地铁,35782元/平,其他     
小关北里,53.98㎡          ,南 北   ,有           ,388挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,顶层(共14层)          ,1995 ,2019.01.14 成交,349万,37.68㎡         ,暂无数据,64654元/平,简装     
朝庭公寓,111.94㎡          ,南 北   ,有           ,825挂牌价格（万）,自供暖        ,2室2厅1厨2卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共27层)          ,2008 ,2019.01.14 成交,802万,91.16㎡         ,近地铁,71646元/平,精装     
政馨园一区,38.72㎡          ,南   ,暂无数据           ,17.5挂牌价格（万）,自供暖        ,车位        ,暂无数据              ,钢混结构  ,板塔结合       ,地下室          ,未知 ,2019.01.14 成交,17.5万,暂无数据         ,近地铁,4520元/平,其他     
新纪家园,127.85㎡          ,东 北   ,有           ,800挂牌价格（万）,集中供暖        ,3室2厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共28层)          ,2002 ,2019.01.16 成交,700万,108.1㎡         ,近地铁,54752元/平,简装     
畅柳园,59.47㎡          ,南 北   ,有           ,624.5挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共14层)          ,2004 ,2019.01.16 成交,591万,46.27㎡         ,近地铁,99378元/平,精装     
永泰庄6号院,57.48㎡          ,南 北   ,无           ,405挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1991 ,2019.01.16 成交,385万,暂无数据         ,近地铁,66980元/平,简装     
新城国际,88.86㎡          ,西北   ,有           ,899挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共32层)          ,2003 ,2019.01.16 成交,860万,69.72㎡         ,近地铁,96782元/平,精装     
沸城,102.78㎡          ,南 北   ,有           ,429挂牌价格（万）,集中供暖        ,2室2厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共25层)          ,2009 ,2019.01.16 成交,407万,78.18㎡         ,暂无数据,39600元/平,简装     
金港国际,49.95㎡          ,西   ,有           ,358挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共20层)          ,2003 ,2019.01.16 成交,343万,38.11㎡         ,近地铁,68669元/平,精装     
龙兴园北区,85.41㎡          ,南 北   ,无           ,386挂牌价格（万）,集中供暖        ,2室2厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,2000 ,2019.01.16 成交,365万,暂无数据         ,暂无数据,42736元/平,精装     
长阳国际城三区,89.77㎡          ,南 北   ,有           ,366挂牌价格（万）,自供暖        ,3室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共15层)          ,2012 ,2019.01.16 成交,358万,69.99㎡         ,暂无数据,39880元/平,精装     
珠江峰景,118.99㎡          ,西南   ,有           ,660挂牌价格（万）,集中供暖        ,3室2厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共21层)          ,2007 ,2019.01.16 成交,640万,97.51㎡         ,暂无数据,53787元/平,精装     
远洋东方公馆,174.48㎡          ,南 北   ,有           ,998挂牌价格（万）,集中供暖        ,3室2厅1厨2卫        ,平层              ,钢混结构  ,板楼       ,底层(共15层)          ,2012 ,2019.01.16 成交,969万,139.4㎡         ,暂无数据,55537元/平,精装     
大井东里,63.14㎡          ,南 北   ,无           ,340挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1995 ,2019.01.16 成交,320万,44.45㎡         ,近地铁,50682元/平,毛坯     
老山西里,62.34㎡          ,南 北   ,无           ,320挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1982 ,2019.01.16 成交,300万,暂无数据         ,近地铁,48124元/平,其他     
西直门外大街,89.3㎡          ,南   ,有           ,920挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,塔楼       ,低楼层(共16层)          ,1992 ,2019.01.16 成交,893万,暂无数据         ,近地铁,100000元/平,简装     
溪城家园,88.46㎡          ,西南   ,有           ,420挂牌价格（万）,自供暖        ,3室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,低楼层(共15层)          ,2010 ,2019.01.16 成交,408万,67.66㎡         ,暂无数据,46123元/平,简装     
荣尊堡国际俱乐部公寓,141.08㎡          ,西   ,有           ,998挂牌价格（万）,集中供暖        ,2室2厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共24层)          ,2007 ,2019.01.11 成交,940万,114.44㎡         ,近地铁,66629元/平,精装     
北太平庄路2号院,48.61㎡          ,西北   ,有           ,418挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共17层)          ,2001 ,2019.01.15 成交,382万,暂无数据         ,近地铁,78585元/平,精装     
建国门北大街5号,154.29㎡          ,南   ,有           ,828挂牌价格（万）,自供暖        ,2室2厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共24层)          ,2008 ,2019.01.11 成交,810万,111.28㎡         ,近地铁,52499元/平,简装     
炫彩嘉轩,59.87㎡          ,东南   ,有           ,480挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共21层)          ,2006 ,2019.01.11 成交,440万,45.33㎡         ,近地铁,73493元/平,精装     
豆瓣胡同,47.99㎡          ,东   ,有           ,665挂牌价格（万）,自供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,低楼层(共21层)          ,2003 ,2019.01.16 成交,620万,41.81㎡         ,近地铁,129194元/平,毛坯     
新居里,94.08㎡          ,南 北   ,暂无数据           ,315挂牌价格（万）,暂无数据        ,2室2厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,2002 ,2019.01.11 成交,305万,86.14㎡         ,暂无数据,32420元/平,简装     
顺源里,56.85㎡          ,南 北   ,无           ,405挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,砖混结构  ,板楼       ,高楼层(共6层)          ,1984 ,2019.01.16 成交,385万,暂无数据         ,近地铁,67723元/平,简装     
兆丰园,67.22㎡          ,东 南   ,有           ,335挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共20层)          ,2000 ,2019.01.16 成交,326万,54.31㎡         ,暂无数据,48498元/平,简装     
