address,b_mianji,chaoxiang,dianti,display_total_price,gongnuan,huxing,huxing_jiegou,jianzhu_jiegou,jianzhu_leixing,louceng,niandai,sold_date,sold_total_price,t_mianji,traffic,unit_price,zhuangxiu 
南郎家园,41.08㎡          ,南   ,无           ,295挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,1983 ,2019.01.05 成交,275万,暂无数据         ,近地铁,66943元/平,精装     
龙华园,58.57㎡          ,南 北   ,无           ,325挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,低楼层(共6层)          ,1994 ,2019.01.05 成交,310万,58㎡         ,暂无数据,52929元/平,简装     
鸿业兴园一区,95.5㎡          ,南 西北   ,有           ,510挂牌价格（万）,自供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共21层)          ,2006 ,2019.01.05 成交,480万,77.2㎡         ,暂无数据,50262元/平,精装     
风格派,51㎡          ,东   ,有           ,370挂牌价格（万）,集中供暖        ,1室0厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共19层)          ,2007 ,2019.01.05 成交,363.3万,暂无数据         ,,71236元/平,精装     
昊天大街17号院,39㎡          ,南 北   ,暂无数据           ,136挂牌价格（万）,暂无数据        ,1室1厅1厨1卫        ,暂无数据              ,混合结构  ,板楼       ,中楼层(共5层)          ,未知 ,2019.01.05 成交,130.8万,30㎡         ,暂无数据,33539元/平,其他     
上林苑,100.63㎡          ,南 北   ,无           ,355挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,2002 ,2019.01.05 成交,343万,86.34㎡         ,,34086元/平,精装     
绿地新都会,115.24㎡          ,南 北   ,有           ,434挂牌价格（万）,集中供暖        ,3室1厅1厨2卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共15层)          ,2012 ,2019.01.05 成交,410万,93.65㎡         ,暂无数据,35578元/平,其他     
京友公寓,154.25㎡          ,南 北   ,有           ,1290挂牌价格（万）,集中供暖        ,3室2厅1厨2卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共13层)          ,1995 ,2019.01.05 成交,1240万,暂无数据         ,近地铁,80389元/平,其他     
丰体时代花园,33.5㎡          ,南   ,有           ,213挂牌价格（万）,集中供暖        ,1室0厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共28层)          ,2005 ,2019.01.05 成交,209万,27.45㎡         ,近地铁,62389元/平,精装     
世纪东方城,132.88㎡          ,南 北   ,有           ,840挂牌价格（万）,集中供暖        ,3室1厅1厨2卫        ,平层              ,钢混结构  ,板塔结合       ,低楼层(共21层)          ,2006 ,2019.01.05 成交,818万,暂无数据         ,近地铁,61560元/平,简装     
保利百合,92.16㎡          ,南   ,有           ,780挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,低楼层(共21层)          ,2009 ,2019.01.05 成交,745万,71.48㎡         ,近地铁,80838元/平,精装     
曙光西里,54.57㎡          ,南   ,无           ,355挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1981 ,2019.01.05 成交,345万,暂无数据         ,暂无数据,63222元/平,精装     
金隅丽景园,55.8㎡          ,南   ,有           ,242挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共27层)          ,2010 ,2019.01.05 成交,239万,42.93㎡         ,近地铁,42832元/平,精装     
北京新天地一期,70.98㎡          ,南   ,有           ,408挂牌价格（万）,集中供暖        ,1室2厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共28层)          ,2007 ,2019.01.05 成交,390万,53.44㎡         ,近地铁,54946元/平,其他     
融景城,90.83㎡          ,南 北   ,有           ,530挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共26层)          ,2010 ,2019.01.05 成交,506万,72.47㎡         ,暂无数据,55709元/平,精装     
银枫家园,12.14㎡          ,东   ,暂无数据           ,26挂牌价格（万）,暂无数据        ,车位        ,暂无数据              ,钢混结构  ,暂无数据       ,地下室          ,未知 ,2019.01.05 成交,26万,暂无数据         ,,21417元/平,其他     
雅丽世居,39.96㎡          ,北   ,有           ,216挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共18层)          ,2005 ,2019.01.05 成交,213万,29.38㎡         ,近地铁,53304元/平,精装     
嘉铭桐城D区,31.05㎡          ,北   ,无           ,50挂牌价格（万）,暂无数据        ,车位        ,暂无数据              ,钢混结构  ,暂无数据       ,地下室          ,2005 ,2019.01.05 成交,48.8万,暂无数据         ,近地铁,15717元/平,其他     
金榜园,59.69㎡          ,南 北   ,无           ,315挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,2002 ,2019.01.05 成交,305万,46.22㎡         ,暂无数据,51098元/平,简装     
润千秋佳苑,97.55㎡          ,南 北   ,有           ,850挂牌价格（万）,集中供暖        ,2室1厅1厨2卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共9层)          ,2005 ,2019.01.05 成交,783万,82.75㎡         ,近地铁,80267元/平,其他     
首都机场南路西里,55.78㎡          ,东 西   ,无           ,210挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共5层)          ,1985 ,2019.01.05 成交,205万,暂无数据         ,暂无数据,36752元/平,其他     
首城国际A区,47.43㎡          ,东   ,有           ,425挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共22层)          ,2010 ,2019.01.05 成交,385万,34.57㎡         ,近地铁,81173元/平,精装     
故城东路11号院,87.9㎡          ,南 北   ,暂无数据           ,390挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1996 ,2019.01.05 成交,356万,暂无数据         ,暂无数据,40501元/平,精装     
新风街1号院,82.58㎡          ,西南   ,有           ,1260挂牌价格（万）,自供暖        ,2室2厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,顶层(共20层)          ,2000 ,2019.01.06 成交,1210万,暂无数据         ,暂无数据,146525元/平,精装     
山水文园四期,189.22㎡          ,南 北   ,有           ,1700挂牌价格（万）,集中供暖        ,3室2厅1厨2卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共13层)          ,2009 ,2019.01.05 成交,1660万,155.95㎡         ,近地铁,87729元/平,精装     
葡东小区,74.33㎡          ,南   ,无           ,265挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,2000 ,2019.01.06 成交,253万,67.42㎡         ,暂无数据,34038元/平,精装     
八场宿舍,68.66㎡          ,南 北   ,无           ,336挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1990 ,2019.01.06 成交,324万,暂无数据         ,近地铁,47190元/平,其他     
上林溪,30.26㎡          ,南   ,暂无数据           ,38挂牌价格（万）,暂无数据        ,车位        ,暂无数据              ,钢混结构  ,塔楼       ,地下室          ,2012 ,2019.01.06 成交,38万,11.5㎡         ,,12558元/平,其他     
光熙门北里,56.21㎡          ,南   ,有           ,420挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,低楼层(共14层)          ,1991 ,2019.01.03 成交,397万,暂无数据         ,近地铁,70629元/平,其他     
清华园,52.7㎡          ,东 西   ,无           ,540挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,暂无数据              ,混合结构  ,板楼       ,底层(共5层)          ,1979 ,2019.01.03 成交,510万,52.7㎡         ,近地铁,96775元/平,精装     
三义里,50.57㎡          ,东   ,无           ,450挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1980 ,2019.01.03 成交,428万,35.74㎡         ,近地铁,84636元/平,简装     
文华园,63.8㎡          ,东   ,暂无数据           ,750挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共12层)          ,1995 ,2019.01.03 成交,710万,44.91㎡         ,近地铁,111286元/平,简装     
模式口北里,67.17㎡          ,南 北   ,无           ,279挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,1997 ,2019.01.03 成交,266万,暂无数据         ,暂无数据,39602元/平,其他     
石坊院,125.4㎡          ,南 北   ,有           ,456挂牌价格（万）,集中供暖        ,2室1厅1厨2卫        ,平层              ,钢混结构  ,板楼       ,低楼层(共28层)          ,2010 ,2019.01.03 成交,430万,97.83㎡         ,近地铁,34291元/平,精装     
嘉园二里,51.08㎡          ,南 北   ,无           ,213挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,地下室(共6层)          ,1998 ,2019.01.03 成交,185万,暂无数据         ,近地铁,36218元/平,简装     
本家润园三期,47.86㎡          ,北   ,有           ,425挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共18层)          ,2005 ,2019.01.03 成交,421万,39.37㎡         ,暂无数据,87965元/平,精装     
左家庄西街5号院,49.72㎡          ,南   ,无           ,380挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,低楼层(共6层)          ,1994 ,2019.01.03 成交,350万,49.72㎡         ,暂无数据,70395元/平,其他     
旗胜家园,88㎡          ,南   ,有           ,408挂牌价格（万）,自供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,低楼层(共28层)          ,2009 ,2019.01.03 成交,416万,暂无数据         ,近地铁,47273元/平,精装     
民岳家园,99.78㎡          ,西南   ,有           ,500挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共23层)          ,2007 ,2019.01.03 成交,488.5万,80.53㎡         ,,48958元/平,精装     
管庄西里,63.98㎡          ,南 北   ,无           ,298挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1986 ,2019.01.06 成交,280万,暂无数据         ,暂无数据,43764元/平,精装     
延静西里,65.68㎡          ,南   ,有           ,433.4挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共15层)          ,1987 ,2019.01.03 成交,416万,暂无数据         ,近地铁,63338元/平,其他     
百旺茉莉园,120.94㎡          ,东南 西   ,有           ,865挂牌价格（万）,自供暖        ,2室2厅1厨2卫        ,平层              ,钢混结构  ,板塔结合       ,低楼层(共9层)          ,2008 ,2019.01.03 成交,825万,102.57㎡         ,近地铁,68216元/平,精装     
塔院小区,63.84㎡          ,南   ,有           ,635挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,高楼层(共14层)          ,1990 ,2019.01.03 成交,610万,暂无数据         ,近地铁,95552元/平,简装     
永乐西区,54.36㎡          ,南 北   ,无           ,285挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,底层(共6层)          ,1992 ,2019.01.03 成交,280万,37.86㎡         ,暂无数据,51509元/平,简装     
建设研究院,48.6㎡          ,东南   ,无           ,476挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1992 ,2019.01.03 成交,445万,暂无数据         ,近地铁,91564元/平,其他     
枫泽园,110.62㎡          ,南 北   ,无           ,615挂牌价格（万）,自供暖        ,3室1厅1厨2卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共6层)          ,2005 ,2019.01.03 成交,578万,95.15㎡         ,近地铁,52251元/平,精装     
北苑家园清友园,138.53㎡          ,西北   ,有           ,650挂牌价格（万）,集中供暖        ,3室1厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共25层)          ,2002 ,2019.01.03 成交,640万,112.99㎡         ,暂无数据,46200元/平,简装     
格林莱雅,52.4㎡          ,北   ,暂无数据           ,30挂牌价格（万）,自供暖        ,车位        ,暂无数据              ,钢混结构  ,板塔结合       ,地下室(共1层)          ,未知 ,2019.01.03 成交,30万,暂无数据         ,近地铁,5726元/平,其他     
东风家园,84.62㎡          ,西南   ,有           ,480挂牌价格（万）,自供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共18层)          ,2000 ,2019.01.03 成交,455万,57.64㎡         ,近地铁,53770元/平,毛坯     
金沟河3号院,86.3㎡          ,南 西 北   ,无           ,599挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,1988 ,2019.01.03 成交,569万,暂无数据         ,暂无数据,65933元/平,其他     
柏林爱乐二期,67.26㎡          ,东   ,有           ,388挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共11层)          ,2004 ,2019.01.03 成交,381万,54.06㎡         ,近地铁,56646元/平,精装     
苹果园小区三区,74.43㎡          ,南 北   ,有           ,339挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,底层(共16层)          ,1994 ,2019.01.03 成交,330万,50.92㎡         ,近地铁,44337元/平,精装     
吴家村路10号院,68.5㎡          ,东南   ,有           ,450挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共24层)          ,1998 ,2019.01.03 成交,430万,暂无数据         ,暂无数据,62774元/平,简装     
罗贤胡同,144㎡          ,南 北   ,无           ,1630挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1996 ,2019.01.03 成交,1610万,108.03㎡         ,近地铁,111806元/平,精装     
北京新天地五期,89.04㎡          ,西北   ,有           ,469挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,低楼层(共27层)          ,2010 ,2019.01.03 成交,450万,70.95㎡         ,暂无数据,50540元/平,其他     
格瑞雅居,94.33㎡          ,南 北   ,有           ,205挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,地下室(共12层)          ,2005 ,2019.01.03 成交,198万,78.3㎡         ,暂无数据,20991元/平,精装     
八角南路,77.1㎡          ,南 北   ,无           ,360挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,1983 ,2019.01.03 成交,339万,暂无数据         ,近地铁,43969元/平,其他     
世嘉博苑,37.15㎡          ,南   ,有           ,205挂牌价格（万）,集中供暖        ,1室0厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,低楼层(共15层)          ,2009 ,2019.01.03 成交,190万,27.78㎡         ,近地铁,51145元/平,简装     
育新花园,74.8㎡          ,南   ,有           ,510挂牌价格（万）,集中供暖        ,3室0厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,顶层(共18层)          ,1996 ,2019.01.03 成交,475万,51.2㎡         ,近地铁,63503元/平,简装     
梧桐苑知秋园,119.49㎡          ,南 北   ,有           ,600挂牌价格（万）,集中供暖        ,3室2厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,中楼层(共24层)          ,2013 ,2019.01.05 成交,570万,95.19㎡         ,,47703元/平,精装     
左家庄北里,58.29㎡          ,南 北   ,无           ,408挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1993 ,2019.01.05 成交,395万,40.88㎡         ,暂无数据,67765元/平,其他     
南湖佳苑,158.11㎡          ,南 北   ,有           ,1190挂牌价格（万）,集中供暖        ,3室1厅1厨2卫        ,平层              ,钢混结构  ,板塔结合       ,低楼层(共23层)          ,2008 ,2019.01.05 成交,1125万,128.31㎡         ,近地铁,71153元/平,精装     
和枫雅居,134.4㎡          ,西南   ,有           ,600挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共19层)          ,2002 ,2019.01.05 成交,568万,暂无数据         ,,42262元/平,其他     
西坝河东里,67.9㎡          ,南 北   ,无           ,520挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,底层(共6层)          ,1995 ,2019.01.05 成交,477.5万,暂无数据         ,,70325元/平,精装     
铭科苑,64.3㎡          ,南 北   ,无           ,470挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,低楼层(共6层)          ,1998 ,2019.01.05 成交,455万,暂无数据         ,近地铁,70763元/平,简装     
大西洋新城G区,93.36㎡          ,西   ,有           ,860挂牌价格（万）,集中供暖        ,2室2厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共27层)          ,2012 ,2019.01.05 成交,810万,68.38㎡         ,近地铁,86761元/平,其他     
铁东小区,41.1㎡          ,南 北   ,无           ,355挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,底层(共5层)          ,1988 ,2019.01.05 成交,335万,暂无数据         ,近地铁,81509元/平,简装     
劲松四区,60.45㎡          ,南 北   ,无           ,358挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,低楼层(共6层)          ,1977 ,2019.01.05 成交,347万,暂无数据         ,近地铁,57403元/平,精装     
金沟河2号院,55.7㎡          ,东   ,无           ,370挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,低楼层(共6层)          ,1982 ,2019.01.05 成交,330万,55.7㎡         ,近地铁,59246元/平,简装     
金色漫香林一期,88.79㎡          ,南 北   ,有           ,520挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,底层(共6层)          ,2009 ,2019.01.05 成交,460万,75.16㎡         ,暂无数据,51808元/平,精装     
机械研究院东区,82.38㎡          ,南 北   ,无           ,635挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,底层(共4层)          ,1960 ,2019.01.05 成交,628万,暂无数据         ,近地铁,76233元/平,简装     
电信宿舍,77㎡          ,南 北   ,无           ,620挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,底层(共6层)          ,1989 ,2019.01.05 成交,578万,暂无数据         ,近地铁,75065元/平,其他     
利泽西园,65.53㎡          ,东南   ,有           ,425挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共24层)          ,1999 ,2019.01.05 成交,400万,51.9㎡         ,近地铁,61041元/平,精装     
乐想汇,71.7㎡          ,南   ,有           ,205挂牌价格（万）,集中供暖        ,1室0厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共18层)          ,2013 ,2019.01.05 成交,197.5万,47.74㎡         ,近地铁,27539元/平,精装     
金顶阳光,89.88㎡          ,南   ,有           ,475挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共18层)          ,2009 ,2019.01.05 成交,465万,74.42㎡         ,近地铁,51736元/平,其他     
皓月园,81.84㎡          ,东   ,有           ,318挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,低楼层(共14层)          ,2006 ,2019.01.05 成交,287万,66.15㎡         ,暂无数据,35069元/平,简装     
远大园二区,125.51㎡          ,西南   ,有           ,980挂牌价格（万）,集中供暖        ,2室2厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共17层)          ,2001 ,2019.01.05 成交,930万,暂无数据         ,近地铁,74098元/平,简装     
旗胜家园,88.76㎡          ,南 北   ,有           ,405挂牌价格（万）,自供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共16层)          ,2009 ,2019.01.05 成交,396万,72.87㎡         ,近地铁,44615元/平,简装     
京投万科金域公园,97.36㎡          ,南 北   ,暂无数据           ,415挂牌价格（万）,暂无数据        ,3室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,低楼层(共10层)          ,未知 ,2019.01.05 成交,406万,77.74㎡         ,,41701元/平,精装     
莲馨嘉园,90.26㎡          ,东 南 北   ,有           ,568挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,顶层(共21层)          ,2002 ,2019.01.05 成交,560万,73.69㎡         ,近地铁,62043元/平,其他     
鸿业兴园一区,91.87㎡          ,南 西 北   ,有           ,568挂牌价格（万）,自供暖        ,2室2厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共16层)          ,2006 ,2019.01.05 成交,543.5万,暂无数据         ,,59160元/平,简装     
绿岛苑东区,58.07㎡          ,南 北   ,无           ,278挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,顶层(共6层)          ,1993 ,2019.01.05 成交,274万,暂无数据         ,暂无数据,47185元/平,精装     
乐想汇,81㎡          ,西南   ,有           ,245挂牌价格（万）,集中供暖        ,1室0厅0厨1卫        ,暂无数据              ,钢混结构  ,塔楼       ,中楼层(共18层)          ,2013 ,2019.01.05 成交,230万,56.77㎡         ,近地铁,28396元/平,其他     
金顶街三区,122.8㎡          ,东 南 北   ,有           ,565挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共18层)          ,2003 ,2019.01.05 成交,530万,暂无数据         ,近地铁,43160元/平,精装     
中国铁建国际城,61.48㎡          ,东北   ,有           ,495挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,中楼层(共28层)          ,2011 ,2019.01.05 成交,475万,47.48㎡         ,近地铁,77261元/平,简装     
富源里,103.87㎡          ,南 北   ,无           ,460挂牌价格（万）,集中供暖        ,3室1厅1厨2卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1999 ,2019.01.05 成交,425万,95.23㎡         ,近地铁,40917元/平,精装     
平乐园小区,47.17㎡          ,东 西   ,无           ,283挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,砖混结构  ,板楼       ,中楼层(共6层)          ,1998 ,2019.01.05 成交,268万,暂无数据         ,近地铁,56816元/平,简装     
樱花园二区,88.1㎡          ,南 北   ,无           ,255挂牌价格（万）,集中供暖        ,2室1厅1厨2卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1999 ,2019.01.05 成交,216万,暂无数据         ,,24518元/平,简装     
国兴家园,143.07㎡          ,西北   ,有           ,1260挂牌价格（万）,集中供暖        ,3室2厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共24层)          ,2000 ,2019.01.03 成交,1145万,暂无数据         ,近地铁,80031元/平,精装     
三间房南里4号院,71.14㎡          ,南 北   ,无           ,365挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,低楼层(共6层)          ,1998 ,2019.01.03 成交,360万,暂无数据         ,近地铁,50605元/平,精装     
西坝河北里,87.5㎡          ,东南   ,无           ,220挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共7层)          ,1998 ,2019.01.03 成交,220万,暂无数据         ,近地铁,25143元/平,其他     
小黄庄二区,72.39㎡          ,南 北   ,无           ,730挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共6层)          ,1994 ,2019.01.03 成交,720万,70㎡         ,近地铁,99462元/平,简装     
弘善家园,79.1㎡          ,东北   ,有           ,370挂牌价格（万）,自供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,高楼层(共28层)          ,2009 ,2019.01.03 成交,350万,67.55㎡         ,近地铁,44248元/平,简装     
兆丰园,124.33㎡          ,西南 北   ,有           ,575挂牌价格（万）,集中供暖        ,3室1厅1厨2卫        ,平层              ,钢混结构  ,塔楼       ,中楼层(共26层)          ,2002 ,2019.01.03 成交,550万,105.7㎡         ,暂无数据,44238元/平,精装     
三环新城7号院,117.14㎡          ,南   ,有           ,590挂牌价格（万）,自供暖        ,3室1厅1厨2卫        ,暂无数据              ,钢混结构  ,板楼       ,低楼层(共29层)          ,2005 ,2019.01.03 成交,578万,94.9㎡         ,近地铁,49343元/平,简装     
南平里,67.1㎡          ,南 北   ,无           ,263挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,底层(共6层)          ,1994 ,2019.01.03 成交,255万,暂无数据         ,,38003元/平,其他     
保利金泉,113.86㎡          ,西北   ,有           ,915挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,塔楼       ,低楼层(共30层)          ,2008 ,2019.01.03 成交,820万,89.07㎡         ,近地铁,72019元/平,精装     
南湖东园二区,65.67㎡          ,南 北   ,无           ,480挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,砖混结构  ,板楼       ,中楼层(共6层)          ,1997 ,2019.01.03 成交,457万,暂无数据         ,近地铁,69591元/平,简装     
雅宝里,58.14㎡          ,南 北   ,无           ,400挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,底层(共6层)          ,1993 ,2019.01.03 成交,362万,暂无数据         ,暂无数据,62264元/平,简装     
古城北路,53.79㎡          ,南 北   ,无           ,269挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,中楼层(共5层)          ,1983 ,2019.01.03 成交,260.6万,暂无数据         ,近地铁,48448元/平,其他     
石园西区,83.85㎡          ,南 北   ,无           ,280挂牌价格（万）,集中供暖        ,3室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,高楼层(共6层)          ,1991 ,2019.01.03 成交,275万,79.72㎡         ,,32797元/平,简装     
北苑3号院,38.7㎡          ,南   ,暂无数据           ,240挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,砖混结构  ,板楼       ,中楼层(共6层)          ,1993 ,2019.01.03 成交,240万,26.18㎡         ,近地铁,62016元/平,其他     
瑞都国际南区,152.12㎡          ,南 北   ,有           ,700挂牌价格（万）,集中供暖        ,3室2厅1厨2卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共15层)          ,2005 ,2019.01.03 成交,650万,124.24㎡         ,近地铁,42730元/平,精装     
长阳国际城三区,89.06㎡          ,南 北   ,有           ,360挂牌价格（万）,自供暖        ,3室1厅1厨1卫        ,平层              ,钢混结构  ,板楼       ,高楼层(共15层)          ,2012 ,2019.01.03 成交,349万,70.37㎡         ,暂无数据,39188元/平,精装     
京贸国际城东区,74.38㎡          ,南   ,有           ,395挂牌价格（万）,集中供暖        ,2室1厅1厨1卫        ,平层              ,钢混结构  ,板塔结合       ,中楼层(共18层)          ,2010 ,2019.01.03 成交,389万,60.58㎡         ,暂无数据,52300元/平,简装     
金顶街59号院,51.85㎡          ,东   ,无           ,285挂牌价格（万）,集中供暖        ,1室1厅1厨1卫        ,平层              ,混合结构  ,板楼       ,底层(共6层)          ,2006 ,2019.01.03 成交,280万,45.1㎡         ,暂无数据,54002元/平,其他     
